x1,x2,y
0.813151092,0.056261947,0
0.59838147,0.837415463,1
0.001446019,0.689219214,1
0.467683777,0.200579778,0
0.542987098,0.590884521,1
0.068857891,0.800381841,1
0.447138473,0.230271947,0
0.119896941,0.20457338,1
0.325175408,0.843935871,1
0.219768074,0.990032413,1
0.573988591,0.548479507,0
0.915410154,0.58016953,0
0.186561658,0.425879538,1
0.912225531,0.27004323,0
0.279507403,0.185209755,0
0.632226664,0.548769892,0
0.809966235,0.67484731,0
0.964958983,0.178117012,0
0.581913714,0.990953597,1
0.592859009,0.669993479,1
0.337806735,0.632847248,1
0.652461595,0.084969203,0
0.325601957,0.314670443,0
0.602569042,0.3038144,0
0.861891263,0.193543785,0
0.288817207,0.022019031,0
0.343898486,0.300797073,0
0.603085201,0.590145154,0
0.797935449,0.554246973,0
0.359100894,0.423532227,1
0.638867385,0.117959513,0
0.633039248,0.185051477,0
0.768645545,0.585248692,0
0.464825584,0.259472727,0
0.123960855,0.08558973,0
0.057899635,0.629897285,1
0.711840624,0.894474183,1
0.095465915,0.823604774,1
0.054203648,0.914746151,1
0.993972293,0.211407203,0
0.944614213,0.998419989,1
0.443381934,0.360046701,0
0.444168591,0.738804994,1
0.704028268,0.379453157,0
0.360339813,0.693369536,1
0.105844394,0.361029251,1
0.624342323,0.137480722,0
0.722536619,0.199447118,0
0.08741076,0.029166761,0
0.134320581,0.802409695,1
0.318144964,0.658538813,1
0.101208653,0.280143062,1
0.873043226,0.340912614,0
0.800349618,0.464785356,0
0.096360011,0.770735586,1
0.594996607,0.354366715,0
0.374854575,0.092121735,0
0.839730994,0.445375213,0
0.312447089,0.331253382,1
0.300472961,0.51230374,1
0.968291988,0.811405946,0
0.289072152,0.892795777,1
0.990794536,0.26454632,0
0.536400265,0.402101548,0
0.31179158,0.797820967,1
0.393866528,0.878186225,1
0.832410545,0.890573327,1
0.210838503,0.473790456,1
0.082813381,0.337989218,1
0.8803058,0.319445946,0
0.38214966,0.965621438,1
0.06502802,0.41761587,1
0.201697269,0.463634834,1
0.025219205,0.560335597,1
0.308431604,0.349851721,1
0.082530463,0.23122527,1
0.943712777,0.186857627,0
0.819673539,0.67402297,0
0.997000496,0.025454054,0
0.427343837,0.596196504,1
0.971027072,0.689731241,0
0.702860825,0.699224465,0
