x1,x2,y
0.314387498,0.967792519,0
0.866737175,0.779601514,0
0.562016363,0.058339356,0
0.125088657,0.527102015,0
0.310777017,0.867863738,0
0.532368417,0.931198889,0
0.823991191,0.392766674,0
0.092569706,0.060743077,0
0.942413099,0.317257162,0
0.940845641,0.44802419,0
0.004175022,0.724851755,0
0.928605986,0.112805261,0
0.339688027,0.226851343,0
0.924390339,0.079483658,0
0.469551731,0.125040645,0
0.182101177,0.19828265,0
0.072197271,0.320979317,0
0.77733002,0.34811563,0
0.851516513,0.829581513,0
0.639599517,0.984084105,0
0.98292587,0.436134864,0
0.208718708,0.149039911,0
0.31350937,0.783625036,0
0.072595886,0.475475838,0
0.870692032,0.607052649,0
0.983547001,0.17645231,0
0.922878123,0.693053031,0
0.790574202,0.890009645,0
0.204950322,0.367863003,0
0.061005639,0.653653778,0
0.158151913,0.658483594,0
0.329638351,0.884802628,0
0.43010068,0.121247854,0
0.104881777,0.082695692,0
0.157530975,0.448077093,0
0.815581797,0.372594092,0
0.836301608,0.901280219,0
0.330149394,0.829354173,0
0.706021005,0.243009821,0
0.629648627,0.949666404,0
0.412874579,0.17783924,0
0.989559648,0.646133598,0
0.234696982,0.300453856,0
0.832646547,0.554438748,0
0.17027028,0.049746976,0
0.130754443,0.327363176,0
0.868791346,0.975167738,0
0.150213251,0.680219605,0
0.237931144,0.835899505,0
0.130406159,0.737930742,0
0.753706125,0.949210361,0
0.844863797,0.153101905,0
0.091379174,0.382195337,0
0.988609,0.0621125,0
0.9789181,0.319478459,0
0.178810838,0.266159666,0
0.91959341,0.607924891,0
0.370963412,0.070279417,0
0.263204035,0.00284491,0
0.064924698,0.587597817,0
0.792211447,0.050323183,0
0.085522754,0.034534246,0
0.80656416,0.064637222,0
0.570200166,0.845009221,0
0.776444168,0.954460884,0
0.94250069,0.063915601,0
0.128938453,0.383981884,0
0.173829659,0.235775509,0
0.309140058,0.988876747,0
0.599121927,0.061939205,0
0.03078647,0.217215044,0
0.240244386,0.178445792,0
0.759068901,0.257050799,0
0.211815331,0.692914362,0
0.472628894,0.887207577,0
0.503038077,0.917665492,0
0.028618358,0.866701276,0
0.279507241,0.740340291,0
0.862373635,0.838371497,0
0.093099026,0.693371069,0
