x1,x2,y
0.856528375,0.553521989,0
0.587462913,0.685139319,0
0.614768517,0.525093361,0
0.705973673,0.72344186,1
0.586160188,0.085678091,0
0.478986765,0.966422523,1
0.762369809,0.980524759,1
0.442262569,0.449165201,0
0.548459752,0.575989569,1
0.635116606,0.44953406,0
0.650365904,0.59653091,0
0.615885023,0.752360687,1
0.468916196,1,1
0.69621444,0.509458981,0
0.764948902,0.793180709,1
0,0.46856945,0
0.377771918,0.571498223,0
0.676232374,0.718145169,1
0.361611327,0.722001828,0
0.596009403,0.44419667,0
0.384188665,0.641297045,0
0.857063401,0.944753984,1
0.316883668,0.551926119,0
0.663802002,0.631610522,1
0.593488822,0.598145245,0
0.32230764,0.761189553,0
0.675329083,0.378998296,0
0.634299246,0.41548701,0
0.6741179,0.301169662,0
0.486754196,0.561054312,1
0.669825467,0.280080624,0
0.812113897,0.795733845,1
0.124051606,0.931141074,0
0.341986631,0.777289042,0
0.432217445,0.452527187,0
0.620210662,0.704894146,1
0.7354504,0.506292402,0
0.783463762,0.556477444,0
0.403436137,0.525664594,0
0.741207465,0.858137392,1
0.72401235,0.312609501,0
0.9239636,0.616851158,1
0.405226389,0.604819985,0
0.531891023,0.761140322,0
0.580880379,0.313530189,0
0.367186764,0.546439668,0
0.400086054,0.6699305,0
0.613960136,0.48855719,1
0.670635797,0.532361361,1
0.977075688,0.52850398,1
