x1,x2,y
0.028026995,0.756842715,0
0.019712692,0.143000903,0
0.381720924,0.570601447,1
0.738657721,0.499301645,0
0.874744578,0.218780935,0
0.509030643,0.77570772,0
0.574163445,0.610122627,1
0.483962813,0.544117208,1
0.511393511,0.232477944,0
0.007799502,0.236308451,0
0.271000253,0.249969981,0
0.506675088,0.760427112,0
0.668607971,0.454369492,0
0.67509305,0.378470488,0
0.690806862,0.603983387,0
0.052528184,0.758831162,0
0.895320242,0.358158389,0
0.009417189,0.930069154,0
0.31613384,0.181997654,0
0.424257861,0.206036561,0
0.941553996,0.090523,0
0.05521795,0.442316331,0
0.136337948,0.240010138,0
0.680663175,0.994251574,0
0.258142003,0.355261241,1
0.35913905,0.795581758,0
0.742033783,0.566386077,0
0.256933532,0.498919551,1
0.761799774,0.035399367,0
0.91363505,0.072931241,0
0.95947798,0.388764136,0
0.519457777,0.435382081,1
0.804205005,0.209133155,0
0.513342891,0.25175339,0
0.365017542,0.813303031,0
0.351848024,0.230016685,0
0.404254802,0.360173509,1
0.394767778,0.201309773,0
0.128531134,0.621143719,0
0.249593677,0.443658349,1
0.134242798,0.192560731,0
0.153159837,0.130023084,0
0.068370003,0.824595657,0
0.028708263,0.542927363,0
0.294842609,0.652314835,1
0.783169071,0.457708564,0
0.949883013,0.674613199,0
0.527266794,0.784587605,0
0.727040062,0.650981785,0
0.722419775,0.111351066,0
