x1,x2,y
0.754024216,0.307973125,0
0.292868996,0.394063286,1
0.904297204,0.7348397,0
0.661479992,0.42882127,0
0.297188169,0.795505664,1
0.538624244,0.891290609,1
0.2092077,0.773996297,1
0.653962261,0.395400495,0
0.053153455,0.377704725,1
0.54625387,0.221522353,0
0.449158036,0.300714003,0
0.017241452,0.399282821,1
0.959456416,0.402935174,0
0.987725913,0.814086366,0
0.300577101,0.605375603,1
0.313625252,0.404379242,1
0.21453384,0.360257184,1
0.137562678,0.22063196,1
0.968986861,0.017534383,0
0.763016455,0.399828522,0
0.384815151,0.412241894,1
0.297424512,0.61273282,1
0.677783673,0.424430933,0
0.130240826,0.373921695,1
0.008432424,0.689038987,1
0.300908785,0.621619332,1
0.46584283,0.520975941,1
0.870360804,0.023351273,0
0.150547535,0.786031675,1
0.675552785,0.283939855,0
0.091018645,0.923271779,1
0.125999819,0.345802582,1
0.512920515,0.350477181,0
0.010649463,0.216908616,1
0.262320593,0.995499828,1
0.218918747,0.315955835,1
0.929449685,0.369447165,0
0.480950471,0.658412699,1
0.348233931,0.917153301,1
0.568669665,0.147492985,0
0.829771031,0.163650892,0
0.728565936,0.850832113,1
0.533362491,0.262794338,0
0.031857068,0.50459768,1
0.20282736,0.271947917,1
0.118885365,0.074744404,0
0.764819647,0.106328294,0
0.988752846,0.957612831,0
0.633559083,0.675145652,1
0.75982286,0.341047965,0
0.098186311,0.245686274,1
0.09419115,0.901466698,1
0.589894742,0.003034471,0
0.77696521,0.514182446,0
0.460031345,0.926193543,1
0.261075669,0.804166579,1
0.592335968,0.793101303,1
0.662814504,0.227609309,0
0.180836874,0.226896575,1
0.303992465,0.262013398,0
0.965503149,0.773076786,0
0.924731663,0.757723902,0
0.121398654,0.153880576,1
0.148268599,0.820158503,1
0.841526659,0.351918865,0
0.480336349,0.13201106,0
0.030773097,0.838408818,1
0.402073554,0.539436354,1
0.817432412,0.758375746,0
0.711629568,0.015716697,0
0.323849405,0.025472687,0
0.119802495,0.244279129,1
0.225141156,0.869644121,1
0.806389427,0.575764408,0
0.293932028,0.446123749,1
0.411105861,0.786445065,1
0.45278767,0.600855722,1
0.13008291,0.253073007,1
0.761196704,0.478180417,0
0.508123856,0.199800332,0
0.841984389,0.891967924,1
0.334354636,0.557929147,1
0.71543818,0.044093928,0
0.578320649,0.097623857,0
0.539371915,0.121966349,0
0.073664007,0.026183318,0
0.251732085,0.490533636,1
0.884148501,0.5225336,0
0.682837163,0.010531319,0
0.351397154,0.7511647,1
0.099546648,0.939168372,1
0.717884358,0.647447343,0
0.16656908,0.220593987,1
0.262086093,0.418652732,1
0.82941344,0.249022134,0
0.69831767,0.411970478,0
0.010955171,0.396777691,1
0.454560127,0.535088957,1
0.453627394,0.96384351,1
0.919448461,0.010404946,0
